id,nome,data_nascimento,cpf,cep,cidade,estado,pais,genero,telefone,email,data_cadastro
f026953c-e7e1-4847-bec4-0d4172fbf01a,Sofia Santos,1992-11-26,032.862.689-95,06486-287,Cavalcanti,AL,Brasil,F,+55 (081) 7106 3598,03286268995@exemplo.com.br,2024-09-23
21eb704d-f37a-482f-a6a6-2c629f9c8cf5,Cecilia Cavalcanti,1959-09-14,885.912.306-86,58033-456,Nogueira,PR,Brasil,M,+55 (051) 8677 6662,88591230686@exemplo.com.br,2023-11-10
d720eb42-fe6e-46a0-80c6-7d7acc8dd2fa,Rael Vargas,1982-07-14,865.325.169-96,09783-449,Porto de Sousa,RN,Brasil,M,0800-280-7182,86532516996@exemplo.com.br,2024-04-10
02a38a04-ec06-4f7f-9293-f8d315bb7d01,Srta. Marina Montenegro,1974-07-09,833.836.184-51,51271039,Vasconcelos,RO,Brasil,M,+55 (041) 8391 8748,83383618451@exemplo.com.br,2025-04-25
a2474f39-4053-4fb6-a0dd-f95c00f3bd7e,Kamilly Nunes,1971-03-30,438.694.398-00,78485996,Pinto,AP,Brasil,F,+55 84 2916 7837,43869439800@exemplo.com.br,2025-06-01
60347720-1a91-478e-82cd-91c678322048,Luiz Otávio Fogaça,1964-05-20,931.796.537-73,13136-112,da Rocha,SE,Brasil,M,61 2162-7281,93179653773@exemplo.com.br,2023-09-24
a22c6226-3ca8-48b0-be45-d4811aa4c30d,Dra. Maria Luiza Machado,1956-10-15,302.205.837-80,69213192,Cavalcante de Goiás,RO,Brasil,F,(031) 2840 5310,30220583780@exemplo.com.br,2024-12-18
b82ac3fe-eec6-479c-a0f6-ea2a6095cf61,Anthony Gabriel Mendes,1969-03-25,467.552.908-84,80183420,Cassiano da Serra,DF,Brasil,F,0300 286 0756,46755290884@exemplo.com.br,2024-11-11
dff25f14-94f8-4b29-814f-64621d94d391,Breno da Rocha,1996-12-13,517.223.382-22,66940-895,Cassiano,MT,Brasil,F,+55 (071) 2824-7559,51722338222@exemplo.com.br,2024-06-13
f2b3de98-2d5d-411c-8362-accb171184c1,Ravi Rios,1974-12-13,081.583.951-20,35116-893,Nascimento de Goiás,RO,Brasil,M,71 8107-4556,08158395120@exemplo.com.br,2024-06-12
6e705f80-72bf-451d-a594-f47862be2c64,Maria Eduarda Ferreira,1960-12-09,669.960.790-34,41880077,Vasconcelos das Flores,DF,Brasil,F,+55 (021) 3892-7241,66996079034@exemplo.com.br,2023-09-14
0e67e355-ebc5-4620-b0ed-b61d8a785ed2,Nicolas Campos,1979-05-23,331.458.338-28,13418-587,Carvalho do Campo,MA,Brasil,M,(031) 1445 1953,33145833828@exemplo.com.br,2025-06-19
29bd6a36-0a2a-49b6-ae69-6bcefb82e489,Bernardo Martins,1945-04-24,613.516.289-55,27388165,Castro,DF,Brasil,M,+55 31 3656-7626,61351628955@exemplo.com.br,2024-11-20
bb1e4e10-5de7-41cf-b864-55e92b513a1b,Alexandre Cavalcanti,1952-03-08,938.425.294-48,50068012,Rios,RJ,Brasil,M,+55 (084) 6561-3314,93842529448@exemplo.com.br,2025-02-11
591ec831-99ab-4a1c-bdcc-83e4e45773a2,Yago Araújo,1958-01-05,463.377.274-36,95860548,Barros de Barros,SC,Brasil,M,61 7302-5979,46337727436@exemplo.com.br,2025-04-22
29418dce-8929-467e-81ab-6c3a820a507d,Luiz Gustavo Leão,1940-10-03,897.028.938-80,74196047,Siqueira,PB,Brasil,F,+55 31 5336 4385,89702893880@exemplo.com.br,2025-02-04
4ba6e45d-ccda-43a8-bbf3-645f9df1fe84,Bella da Conceição,1988-05-27,123.251.351-00,96763-967,Gonçalves de Cirino,MT,Brasil,F,(031) 4086-5186,12325135100@exemplo.com.br,2024-04-23
d933204a-b302-469f-8a1e-8cc39c7fe741,Aurora Farias,1981-12-27,015.119.090-57,76413801,Moreira,PB,Brasil,M,+55 (021) 7746 9721,01511909057@exemplo.com.br,2024-06-07
b762c9ce-3e82-4b50-8f15-dc2fa0149f25,Antonella Novais,1942-03-03,136.473.542-51,32564272,Almeida,RS,Brasil,F,+55 (021) 9132-5444,13647354251@exemplo.com.br,2024-08-30
aca3116f-7bad-4374-ad07-1ab22fa16882,Gael Fernandes,1940-02-05,509.760.660-35,96763-012,Pastor do Amparo,PR,Brasil,M,+55 41 0800 9847,50976066035@exemplo.com.br,2025-02-09
6cd88550-2bab-4378-86e6-201ca12bfeb7,Ian Montenegro,1955-12-21,513.746.249-59,60740-059,Novaes,AC,Brasil,M,+55 (031) 1095-1933,51374624959@exemplo.com.br,2023-12-09
45dfd611-7fc5-47ac-9174-9f115f6034e7,Emilly Cardoso,1962-05-06,076.458.308-95,46688-388,Viana,PR,Brasil,F,0500 392 9533,07645830895@exemplo.com.br,2024-04-14
b24be266-56fa-416e-8b7d-ad7971d45414,Henry da Mota,1953-03-01,194.589.704-75,66795-290,Moreira,PB,Brasil,F,41 6720 6801,19458970475@exemplo.com.br,2025-04-28
6d02c531-96b1-42e0-8c33-72da04c7dcd8,Dra. Maitê Rezende,1950-08-29,015.969.105-71,60827-697,Mendonça,PE,Brasil,F,(071) 1962 5894,01596910571@exemplo.com.br,2024-11-16
1644ec53-38af-4d57-8434-60d98ce5ea62,Nicolas da Paz,1940-05-20,535.271.051-43,27224-936,Siqueira de Mendonça,AP,Brasil,F,(071) 6899 8776,53527105143@exemplo.com.br,2023-08-07
3f72a8f3-14e1-4a67-9ee6-7ac1a7e963ab,Ana Clara da Mata,1937-01-22,603.087.361-26,61954658,Siqueira,RS,Brasil,M,+55 51 2008 4400,60308736126@exemplo.com.br,2025-02-09
3a8cea57-d322-467a-9fc1-0b7bc74aeef1,Anthony Fernandes,1994-03-27,824.963.000-02,55432-947,das Neves,MG,Brasil,F,+55 31 5530-5674,82496300002@exemplo.com.br,2025-03-16
d9b99d3f-605e-4fc5-89a3-d5d799d3370d,Daniela Duarte,1979-01-02,300.002.608-12,66201-786,Vieira,RJ,Brasil,M,+55 71 9265 2138,30000260812@exemplo.com.br,2024-12-18
7c8798a2-32a9-4291-907d-d451367e2810,Sr. Enzo Gabriel Araújo,1949-05-31,059.829.364-06,08839727,Rezende de Novais,PA,Brasil,M,0300 796 5984,05982936406@exemplo.com.br,2025-01-12
1422b4a9-e94b-4e35-baba-57ad2770894b,Luigi Rezende,1963-09-29,622.314.635-44,82146-319,Sá,MS,Brasil,F,+55 (041) 1356-0903,62231463544@exemplo.com.br,2024-06-05
5ec7f83c-c8a0-42e3-b778-7e22d92d6cba,Benício Barbosa,1964-10-26,686.891.989-87,28814-078,Barbosa,DF,Brasil,F,+55 (061) 2421-4192,68689198987@exemplo.com.br,2024-04-02
96821068-ab12-4606-b122-8b86957a1f09,Vitor Hugo Leão,1972-09-17,865.320.991-28,33115-104,Santos Alegre,DF,Brasil,M,0800 705 2164,86532099128@exemplo.com.br,2024-11-19
37ec44d3-8c6d-4883-ace2-7fef6595e876,Ana Luiza da Rosa,1946-12-21,416.763.842-83,22409855,Pereira,GO,Brasil,M,+55 (041) 6210-6083,41676384283@exemplo.com.br,2023-10-15
76a5b477-bbe8-4c24-8f15-d3c3f574465e,Maria Flor Garcia,1988-12-11,665.896.448-47,49140-373,Rezende,TO,Brasil,M,+55 (011) 4408-5512,66589644847@exemplo.com.br,2023-09-21
d59f9a8c-e886-43b9-bb53-296302ed63ae,Anthony Gabriel Gomes,1976-03-13,504.639.113-81,22470-882,Sousa do Amparo,RS,Brasil,F,31 1369 2511,50463911381@exemplo.com.br,2024-03-09
a294c11e-4f6b-40b7-a5d3-fec6b0a44666,Benjamin Araújo,1988-09-04,317.332.353-13,27497-915,da Cunha da Serra,AM,Brasil,F,+55 41 5624-0168,31733235313@exemplo.com.br,2024-02-07
b6a2e203-b90f-49a9-b35f-15241946994d,Maria Julia Guerra,1968-07-16,424.247.071-61,93963905,Silveira da Praia,SC,Brasil,M,+55 61 8428 6729,42424707161@exemplo.com.br,2023-09-20
6e33b745-81a1-4e32-85f3-70c0cfb8ebcd,Daniela Castro,1942-02-22,063.792.508-62,63455442,Almeida,RN,Brasil,F,+55 81 7829-5164,06379250862@exemplo.com.br,2023-08-06
e7507314-80cc-432f-b08c-cd9d177f61cb,Valentim Dias,1948-12-22,996.715.189-25,02057-603,Melo,AL,Brasil,F,0500-685-0363,99671518925@exemplo.com.br,2024-04-10
41a18ab1-5b53-457c-bb4b-96b41fd2bd6a,Manuela Gonçalves,1985-07-27,664.850.008-09,54879-423,Camargo,ES,Brasil,F,31 7504 0732,66485000809@exemplo.com.br,2024-04-29
1b45704f-1041-4315-9b4e-f1a70bbaf305,Sr. Brayan Rocha,2007-04-25,342.939.580-87,77821844,Barros do Norte,PE,Brasil,M,0300 382 2024,34293958087@exemplo.com.br,2025-01-07
cdbef044-e59d-47c3-9170-240017f2bd91,Brenda da Paz,1965-07-12,530.360.810-65,50931-964,Azevedo,CE,Brasil,F,+55 41 5417 3837,53036081065@exemplo.com.br,2025-03-21
5e70a9bc-f94f-4327-8e7a-ac26ae9a9703,Ana Júlia Mendes,1994-05-10,696.945.502-08,84209100,Martins,RR,Brasil,F,81 3333 7716,69694550208@exemplo.com.br,2024-02-05
aec930ba-46f2-448c-ba90-bc9b98743927,Bruno Costela,1981-01-17,381.541.347-21,65462-244,Nunes de Minas,AP,Brasil,F,(071) 5744-7888,38154134721@exemplo.com.br,2024-12-26
e20263c0-668f-4caa-a7ce-b676a25c7d6b,João Miguel Marques,1990-05-10,115.616.785-64,42312-527,da Conceição de Teixeira,BA,Brasil,M,(081) 5652 0267,11561678564@exemplo.com.br,2025-02-18
c60cbe3a-9351-46e9-916b-3bbb09f88426,Ágatha Azevedo,2007-05-03,290.412.361-97,59617-620,Nunes,SP,Brasil,F,+55 (061) 0274-9297,29041236197@exemplo.com.br,2023-11-14
38941190-be51-4f1f-a0fd-436936c621ff,Theodoro da Cunha,1938-07-26,960.917.586-07,08036967,da Conceição Grande,AP,Brasil,M,51 4499 0272,96091758607@exemplo.com.br,2025-04-05
a9cc3910-1daf-4a8b-9b8f-64c145e8f21b,Diego Jesus,2006-04-20,116.114.163-63,57843-806,da Cruz,PE,Brasil,F,+55 (071) 6859-8185,11611416363@exemplo.com.br,2024-04-07
dab41ea5-580b-4f67-af7e-a911c444c8ba,Zoe da Rosa,1969-10-04,871.372.226-58,54574471,Dias,AM,Brasil,M,+55 (051) 3960 8743,87137222658@exemplo.com.br,2024-06-14
05254310-f4bc-4faf-951a-8f606a613f97,Letícia Alves,1985-09-24,672.604.594-35,63791-740,Cirino de Minas,SC,Brasil,M,71 6034-8674,67260459435@exemplo.com.br,2024-11-18
642c1845-c0f4-44ef-8667-790fcc76a839,Raul Leão,1939-01-14,120.482.936-03,08909798,Melo dos Dourados,PA,Brasil,M,+55 81 4614 9751,12048293603@exemplo.com.br,2023-12-31
d8c08a47-ffee-49ad-9bd3-d430e488cd30,Thales Leão,1986-02-27,368.393.102-55,72088-788,Monteiro dos Dourados,RN,Brasil,M,+55 51 1140 5304,36839310255@exemplo.com.br,2025-03-09
5d660b46-7cd8-48cf-89f9-e1a426403483,Larissa Fernandes,1945-11-01,632.128.475-47,06665-731,Caldeira de Goiás,PE,Brasil,M,+55 51 0474 4237,63212847547@exemplo.com.br,2023-10-19
fed95421-997b-4195-9a43-19e80bce301c,Gabriela Ferreira,1938-11-23,817.965.688-64,06430-888,Melo de Nogueira,ES,Brasil,M,(071) 2573 2791,81796568864@exemplo.com.br,2025-03-25
a0cff0c5-3f2a-42f4-b09f-72d5506f8000,Ana Clara Guerra,1999-03-08,119.357.598-24,25608-323,Melo,TO,Brasil,M,+55 (031) 7595-3139,11935759824@exemplo.com.br,2023-10-03
9331027b-1aaf-46b2-be60-3079636082f9,João Gabriel Cavalcante,1957-06-17,302.853.556-78,32281-095,Costa dos Dourados,CE,Brasil,F,81 8384 9146,30285355678@exemplo.com.br,2025-03-28
b8c7db07-7b1e-4162-9167-76238eca120d,Clarice Pimenta,1987-06-29,314.252.819-98,59629-985,Abreu,MG,Brasil,M,0900-049-0752,31425281998@exemplo.com.br,2025-06-24
1c4cc33c-4cd0-403c-832b-7878c34da886,Srta. Gabriela Marques,1988-05-11,089.870.887-15,90698-834,Melo do Campo,PB,Brasil,M,(021) 3291-3747,08987088715@exemplo.com.br,2023-10-29
382f873d-92f6-4eba-ab76-10d760647152,Cecília Viana,1956-12-29,675.934.445-69,48923983,Nogueira,SC,Brasil,F,0500 937 7533,67593444569@exemplo.com.br,2023-09-12
c09feeb6-871e-4132-ada8-565bb7330f9c,Luan Alves,1961-03-13,088.221.941-35,87993921,Abreu do Norte,DF,Brasil,M,+55 71 2841 3022,08822194135@exemplo.com.br,2024-07-17
bcd51cbd-e4f0-4ee8-a28b-59bf9a1f2778,Enzo Gabriel da Costa,1936-11-23,629.343.694-71,01492792,Sousa,PB,Brasil,M,(021) 2941 6256,62934369471@exemplo.com.br,2024-01-01
58be078e-f337-4d08-bb92-16a57bd1d1a5,Davi das Neves,1983-05-30,600.950.593-05,69312575,Cardoso de Carvalho,ES,Brasil,M,(011) 9603-8076,60095059305@exemplo.com.br,2025-01-26
938e43a4-baef-4c9c-b11a-564c0a7ebf99,Nathan Garcia,2001-05-26,580.773.250-50,70021-986,Brito,MG,Brasil,F,81 1643-5530,58077325050@exemplo.com.br,2024-06-21
0d2ae368-7bbd-4d4c-89a6-0df992bc91dd,Alexia Brito,1992-11-17,153.352.992-63,93386839,Mendes Grande,AC,Brasil,F,0900-448-0985,15335299263@exemplo.com.br,2023-12-27
d8c4b6d1-7238-41a5-af93-f8123e64ade0,Pedro Henrique Nunes,1985-06-17,598.536.417-89,64029604,Sampaio de Sampaio,GO,Brasil,M,(071) 4055 6370,59853641789@exemplo.com.br,2023-10-04
cba3035f-0281-4b4d-b2be-3d0634c7045c,Alícia da Mata,1994-12-30,874.924.029-45,01189-193,Fernandes,PA,Brasil,M,+55 (051) 5828-7378,87492402945@exemplo.com.br,2024-09-12
07691cef-acbc-45c3-8664-fc54b93a474b,Dr. Levi Cunha,1968-05-19,686.995.826-18,69302109,Fonseca,AL,Brasil,M,+55 51 8648 3413,68699582618@exemplo.com.br,2025-03-23
1ef66490-39be-4de9-a1d0-e4071f6a491c,Thomas Porto,1957-12-27,873.149.058-06,24824-747,Machado do Sul,PR,Brasil,M,(031) 4185-4812,87314905806@exemplo.com.br,2025-06-02
e2b29ca9-df9a-4260-8052-30dcad2e5cb7,Ravi Lucca Pereira,1938-05-27,283.418.597-64,89016791,da Costa da Praia,DF,Brasil,M,0300 390 6668,28341859764@exemplo.com.br,2023-12-02
ed2e1588-a4f9-45d6-87b3-ebe906f61597,Aylla Alves,1997-08-13,066.615.307-22,64410473,Alves,RJ,Brasil,F,+55 51 7852 4882,06661530722@exemplo.com.br,2025-01-24
15aba84b-5ca5-4f8e-89be-35c6d478ba25,Daniel Leão,1995-12-01,048.410.981-27,97424865,Siqueira,RR,Brasil,M,(061) 7273-0345,04841098127@exemplo.com.br,2024-02-06
931aff95-edee-4d09-b168-bd20aed78534,João Lucas das Neves,1986-07-09,026.418.572-91,84202094,Cirino,AM,Brasil,M,11 0053 6693,02641857291@exemplo.com.br,2024-11-08
2b8e862a-06b2-4fdf-bab8-4851d42f2ac1,Evelyn Campos,1958-06-24,787.325.846-58,70104044,Silva de Peixoto,PB,Brasil,F,+55 (061) 0141 5273,78732584658@exemplo.com.br,2024-11-29
194a9d53-3ea5-468b-bc83-618c55c1b0fb,Mariah Sales,1996-06-20,061.639.498-40,65816084,da Conceição das Pedras,RN,Brasil,F,+55 41 2388 8635,06163949840@exemplo.com.br,2025-03-05
41a2f3db-db72-41bc-bdc6-0a6e7232bd9d,Vitória Vasconcelos,1989-09-17,545.388.894-39,53009-556,Castro,ES,Brasil,F,+55 (041) 0478 1014,54538889439@exemplo.com.br,2024-05-17
54b810f3-4862-49eb-a17d-9b9039baecb9,Sr. Enzo da Luz,1938-09-01,959.589.380-43,27680618,Fogaça Alegre,SP,Brasil,F,+55 (071) 8369-8074,95958938043@exemplo.com.br,2025-06-01
c7438985-7f17-4a53-a4b0-5b9950302c7d,Léo Nunes,1959-10-17,445.825.713-37,03483709,Fernandes,CE,Brasil,F,+55 (061) 1978 4556,44582571337@exemplo.com.br,2023-10-05
c545fec3-2fa1-4976-a336-256744407a98,Isadora da Mata,1988-04-29,649.073.089-74,16156-267,da Rocha,AC,Brasil,F,+55 (084) 1174 3467,64907308974@exemplo.com.br,2024-07-14
f13ddce8-dc1d-4aa1-9d4f-1d26ada34b33,Sr. Raul Cunha,1984-08-28,643.036.168-97,70632241,Sousa,RJ,Brasil,F,21 7313-0145,64303616897@exemplo.com.br,2023-10-21
415629a0-6a82-42db-9ada-ff84ed7f27b1,Arthur Miguel Rodrigues,1965-09-10,911.550.974-28,08231-721,Pires,GO,Brasil,M,51 7620 7295,91155097428@exemplo.com.br,2024-04-01
c16c34aa-7a41-4b7b-bd8c-15a1d4514e71,Dr. Rafael da Mata,1967-01-31,521.214.778-34,59380404,Rios,RR,Brasil,F,(011) 1735 2210,52121477834@exemplo.com.br,2024-09-27
79d1028c-7871-474b-b148-2be260c06c22,Felipe Azevedo,1985-05-10,995.503.037-28,19673554,Pinto,PA,Brasil,M,+55 (071) 7507 6265,99550303728@exemplo.com.br,2025-02-18
483910b4-8f0e-427d-bdb0-9386724a51ce,Sra. Ana Clara da Rosa,2001-02-19,979.937.354-67,10634-541,Peixoto,AP,Brasil,M,+55 51 7694 1616,97993735467@exemplo.com.br,2024-10-09
04c977ad-62dd-4338-adb7-325a81cf0ce0,Isabelly Silva,1991-09-18,132.995.990-44,36428-586,Cardoso dos Dourados,AL,Brasil,M,(081) 8681-8157,13299599044@exemplo.com.br,2023-08-17
eb399bbb-ca7f-4c49-99b5-dab7e14ed8ce,Heloísa Correia,1953-12-31,245.120.259-68,75292558,Caldeira,TO,Brasil,M,+55 11 5487 5698,24512025968@exemplo.com.br,2025-03-03
aea38733-58cb-43bc-847c-bf3eddaa0188,Igor Cardoso,1980-08-22,549.909.427-94,67954106,Oliveira,AL,Brasil,M,(071) 9882 0798,54990942794@exemplo.com.br,2023-10-07
333c9b3b-fc2e-4878-82bc-94d154ddfdd9,Manuella Casa Grande,1935-01-30,039.248.729-49,93081782,Pires Alegre,SP,Brasil,F,+55 71 1250-0571,03924872949@exemplo.com.br,2024-04-05
d4a4a9cf-04d3-4cab-a5ff-4a207f2e1d8e,Vitor Gabriel Lopes,1980-12-30,887.133.692-16,89919-675,Martins do Amparo,RJ,Brasil,M,+55 (041) 3916-4983,88713369216@exemplo.com.br,2023-10-19
e3d6129f-f6ed-447f-8095-1e13528a8440,Maya Cirino,2000-07-27,301.737.523-66,69424709,Mendonça,PI,Brasil,F,+55 21 1971 2558,30173752366@exemplo.com.br,2024-08-07
6c330ca2-c453-4452-9c89-25c9cdd921c8,Clarice Pimenta,1986-09-25,568.846.177-52,00367-797,Costa das Flores,MA,Brasil,F,(071) 3746 3446,56884617752@exemplo.com.br,2023-10-28
5d080f85-4a13-4cb4-9d7c-b54eab2d8b52,Matteo Albuquerque,1988-04-19,554.018.503-76,43164-654,Pires,CE,Brasil,M,31 1786-5576,55401850376@exemplo.com.br,2024-07-21
3e49e288-d8b9-481e-a939-ec435014ec99,Pedro Lucas Andrade,1938-08-28,412.359.688-70,12320789,Sampaio do Amparo,MT,Brasil,F,(021) 8250 3963,41235968870@exemplo.com.br,2024-02-09
a4ee52bc-5c06-40c4-8de2-a9e752fb4c21,Olívia Barbosa,1985-06-02,799.137.205-59,07757503,Cavalcante Verde,MG,Brasil,F,+55 (031) 8331 8831,79913720559@exemplo.com.br,2024-10-18
7df70335-c9a0-4b8c-ae56-07021ec34148,Sra. Bella Almeida,2001-04-18,483.334.427-83,17409-521,Pimenta de Oliveira,ES,Brasil,F,(021) 2133 4481,48333442783@exemplo.com.br,2023-11-12
2f47e876-8531-4210-9da6-2b5a80ec26a4,Heloisa Leão,1987-03-02,681.941.599-10,70827-983,Garcia,PI,Brasil,F,21 5060-2081,68194159910@exemplo.com.br,2025-05-11
8adfc4b2-b775-4849-8605-a45a752b415f,Leonardo Garcia,1993-06-07,991.695.883-15,99444-145,Brito Grande,AL,Brasil,M,+55 (061) 8758-7905,99169588315@exemplo.com.br,2024-02-06
8fe77623-b347-4b59-a541-2dc0d02cabef,Heloisa Macedo,2000-09-13,112.888.363-88,58584012,Cavalcante de Minas,PB,Brasil,F,+55 (041) 7639 0690,11288836388@exemplo.com.br,2025-01-16
349e01ee-09b3-4363-8630-9660b06f6c84,Bento Mendonça,1969-08-27,699.134.611-65,61794-848,Borges Alegre,PE,Brasil,M,+55 (021) 8879 5467,69913461165@exemplo.com.br,2024-08-10
87ddf160-2c1a-4e8f-b062-5f50e81a3340,Manuella Gonçalves,1983-05-21,643.165.084-11,92759408,Garcia da Serra,SP,Brasil,M,+55 71 1585 3557,64316508411@exemplo.com.br,2023-08-17
601d58be-2764-40c4-adb2-de26c18964f2,Eloah Campos,1946-01-20,985.022.675-32,09064-210,Macedo,AP,Brasil,M,61 5748-8646,98502267532@exemplo.com.br,2025-05-17
8e4c479b-f9cc-42d7-8511-54a770bbd284,Luan da Conceição,1937-12-02,978.531.861-09,57579-167,Sales de Camargo,MS,Brasil,F,(011) 7278-6543,97853186109@exemplo.com.br,2024-08-24
595e24dc-c949-46fd-bc25-89c10dc91065,Juliana Ramos,1949-12-10,517.806.265-60,72987419,Ferreira de Casa Grande,AC,Brasil,F,0900 459 5165,51780626560@exemplo.com.br,2024-07-17
f2833aa4-7344-4d69-ad1f-dde724273d12,Joaquim Guerra,1942-08-26,476.851.108-41,96802722,Moraes,SC,Brasil,M,+55 31 9746-1736,47685110841@exemplo.com.br,2024-04-21
5b5293ef-5524-4318-97ff-2f1a974f93a6,Dr. Theo Martins,1939-11-08,474.618.706-31,73319-581,Cunha,MG,Brasil,F,+55 21 1786-8796,47461870631@exemplo.com.br,2024-12-07
02245eaf-dcf7-43b4-98ce-e40b4224cb1e,Fernando Duarte,1956-05-02,234.784.797-23,97891-344,das Neves das Flores,ES,Brasil,F,(084) 7051-7295,23478479723@exemplo.com.br,2025-03-11
9aafa850-2652-4bea-adc1-6f2c4fc310fa,Fernando Martins,1991-02-17,548.566.456-90,49558-929,das Neves de Fernandes,BA,Brasil,M,11 8324-1406,54856645690@exemplo.com.br,2023-09-21
e1f5fab8-85be-4915-8e6e-5ec7d2fcd558,Gustavo Henrique Pastor,1937-06-15,629.981.513-29,78253827,Oliveira de Barbosa,AM,Brasil,M,11 2362 2958,62998151329@exemplo.com.br,2024-06-10
34d70eab-9cf8-425c-bb83-dfc446783acb,Arthur Gabriel Cardoso,2002-11-02,329.327.721-54,05701-304,Campos de Vasconcelos,SP,Brasil,M,+55 61 8990 0748,32932772154@exemplo.com.br,2024-08-18
468956c7-fc0d-4e8d-9eed-9a541e5513ca,João Pedro Caldeira,1950-04-09,918.894.562-30,77328133,Ferreira de Cavalcanti,AL,Brasil,M,+55 (071) 7832 5782,91889456230@exemplo.com.br,2025-05-22
8ba58f11-6e59-4bd2-8619-9dda30423b5f,Gael Henrique Barros,1997-04-19,358.729.819-42,81218-509,Rocha,TO,Brasil,M,+55 (021) 9417-8364,35872981942@exemplo.com.br,2023-11-30
d0fa9ebb-2f82-4192-9068-3b77e0b0d3b4,Lorena Cavalcante,1988-08-12,932.748.987-62,02332930,Ferreira,PE,Brasil,F,(061) 3906-7211,93274898762@exemplo.com.br,2023-08-17
4da48e2d-8e35-4e2c-b86e-bba5d0697956,Valentim Pires,1945-02-11,753.342.510-34,90947-539,Albuquerque,CE,Brasil,M,51 1411 3908,75334251034@exemplo.com.br,2024-02-01
fe668fa5-5c2c-48bb-a072-698e79c3ef3d,Srta. Ana Carolina Cirino,1956-10-31,475.039.954-86,74436-776,Brito das Flores,RO,Brasil,F,51 1592 6712,47503995486@exemplo.com.br,2024-09-06
02b06f50-f781-4394-89ac-b1c22cd4897e,Dra. Maria Flor Pires,1973-11-29,357.109.845-52,74300886,Rezende,SC,Brasil,M,(051) 3703-8194,35710984552@exemplo.com.br,2025-06-05
fb6aec65-5a13-42ef-b12e-9bd1375319f8,João Vitor Silva,1970-02-24,154.778.392-11,77690-815,Nascimento Grande,MT,Brasil,F,51 1001 2406,15477839211@exemplo.com.br,2023-09-25
69667fdd-4ec5-41c9-9692-9ede9f128bd5,Dra. Melissa Cunha,1968-11-02,783.507.221-23,82117897,Silva,PI,Brasil,M,84 8253 9801,78350722123@exemplo.com.br,2025-03-08
dd404404-cec7-42f8-862a-dc57d22177a7,Kevin da Paz,1987-02-27,550.349.491-58,71981-385,Camargo,PI,Brasil,F,0900 742 3223,55034949158@exemplo.com.br,2024-01-27
18bc83d6-173d-453d-873c-f948b588466d,Catarina da Rocha,1981-03-30,179.770.732-55,53918009,Campos Grande,RJ,Brasil,M,51 8287 8935,17977073255@exemplo.com.br,2024-03-31
66934b77-9a4c-42aa-bb2f-06a72dbb45e6,Ana Cecília da Mata,1941-12-27,823.794.561-77,06025604,Fernandes,RR,Brasil,M,+55 (011) 1477 0879,82379456177@exemplo.com.br,2025-03-18
9425970c-0d2b-47f4-bee0-2ea2fd721f3f,Ian Machado,1970-07-16,083.311.488-83,45269-527,da Cruz dos Dourados,RR,Brasil,M,+55 81 3293-7261,08331148883@exemplo.com.br,2025-03-27
34376d9a-5dcf-4ca3-bf77-54d551584ac7,Ian da Cruz,1975-02-16,635.384.045-60,97536-536,da Conceição,PB,Brasil,M,41 7583-9455,63538404560@exemplo.com.br,2023-08-17
6cc350b0-1ce7-41bd-ac01-f6cf9767aee4,Ana Beatriz Alves,2004-06-05,930.650.613-05,55564-787,Jesus,RO,Brasil,F,51 3795 2610,93065061305@exemplo.com.br,2025-04-24
19cb8690-9b0e-419a-979d-b920eb46eef7,Luana Freitas,1983-11-11,675.636.320-41,17860276,Andrade Grande,RS,Brasil,M,(011) 1931 0402,67563632041@exemplo.com.br,2023-11-18
e4c6b29e-6141-421d-a934-047f38cae740,Ana Beatriz Costa,1959-10-11,422.647.878-50,58846053,Aragão de da Rocha,PA,Brasil,M,0500 258 5192,42264787850@exemplo.com.br,2024-09-02
b24ed32f-115e-4c5b-882b-36f41c641084,Dante Fogaça,1962-09-08,147.927.470-20,35035402,Nunes de Moura,PA,Brasil,M,+55 (011) 9065-1266,14792747020@exemplo.com.br,2024-03-05
87d0c0f4-be46-4ba9-a014-34025a7066e6,Ana Sophia Gonçalves,2002-10-13,257.824.377-20,70085-271,Marques,RR,Brasil,M,81 5003-6733,25782437720@exemplo.com.br,2025-05-04
b64faa6f-ab7e-4b9d-b27c-322bbb496886,Ian Cavalcante,1938-03-08,104.943.618-23,86329596,Monteiro,PE,Brasil,F,+55 71 4762 9742,10494361823@exemplo.com.br,2024-02-03
26565f78-2e4d-4bbe-874c-ee6b097c2890,Gabriel Fernandes,1991-03-03,264.346.915-81,21875-215,Porto de Goiás,SP,Brasil,M,+55 (084) 3456 5397,26434691581@exemplo.com.br,2024-07-15
2a766243-5eb5-464d-8e23-8920358c777f,Theo Cunha,2000-08-24,501.592.398-31,75107-674,Nascimento do Norte,RJ,Brasil,F,(081) 6409 9612,50159239831@exemplo.com.br,2024-10-27
51cf6939-f748-4788-b799-654752d0085a,João Vitor Silveira,1964-02-26,146.065.050-43,31413-724,Borges da Serra,SP,Brasil,M,+55 81 1221-4460,14606505043@exemplo.com.br,2024-11-04
09df5cfd-011e-4a64-b1fa-3b19f94c6994,José Pedro da Paz,1969-05-13,641.948.621-78,14908-799,Machado,MS,Brasil,F,+55 21 2781-8752,64194862178@exemplo.com.br,2023-08-03
